date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:21	520714/520714	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257d97c08-7f20a%22	https://code.jquery.com/ui/1.12.1/jquery-ui.js	C:/My%20Web%20Sites/PARC%20Website/code.jquery.com/ui/1.12.1/jquery-ui.js	(from https://atmanirbhar.org/)
17:06:21	48263/48263	---M-Z	200	added ('OK')	text/html	etag:W/%2299db4a65b2c9015f595a8c11bc069438--gzip%22	https://atmanirbhar.org/our-story	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/our-story.html	(from https://atmanirbhar.org/)
17:06:24	50221/50221	---M-Z	200	added ('OK')	text/html	etag:W/%228c4decfe5629a45dd6a1b43546ecf046--gzip%22	https://atmanirbhar.org/guiding-principles	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/guiding-principles.html	(from https://atmanirbhar.org/)
17:06:25	57820/57820	---M-Z	200	added ('OK')	text/html	etag:W/%225000e6f129a922eee93e56a8d20154c4%22	https://atmanirbhar.org/partners	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/partners.html	(from https://atmanirbhar.org/)
17:06:30	44032/44032	---M-Z	200	added ('OK')	text/html	etag:W/%2237a5d0bcced29373660ea80d38778111--gzip%22	https://atmanirbhar.org/timeline	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/timeline.html	(from https://atmanirbhar.org/)
17:06:32	54439/54439	---M-Z	200	added ('OK')	text/html	etag:W/%2240acb769b7d4ae45e0c4ec712819560d%22	https://atmanirbhar.org/focus-areas	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/focus-areas.html	(from https://atmanirbhar.org/)
17:06:33	51634/51634	---M-Z	200	added ('OK')	text/html	etag:W/%22f0467a7b38415f03403d3db5efc4fa84--gzip%22	https://atmanirbhar.org/parc-health	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/parc-health.html	(from https://atmanirbhar.org/)
17:06:35	51931/51931	---M-Z	200	added ('OK')	text/html	etag:W/%226c16c070aa3389338c389ad0207ad54f%22	https://atmanirbhar.org/parc-education	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/parc-education.html	(from https://atmanirbhar.org/)
17:06:38	48681/48681	---M-Z	200	added ('OK')	text/html	etag:W/%22e93316aad79dbeea80c400071039d24f%22	https://atmanirbhar.org/parc-livelihood	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/parc-livelihood.html	(from https://atmanirbhar.org/)
17:06:39	55219/55219	---M-Z	200	added ('OK')	text/html	etag:W/%227a2cb320203d9c8b7e455d7448f8005e%22	https://atmanirbhar.org/parc-community	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/parc-community.html	(from https://atmanirbhar.org/)
17:06:44	69417/69417	---M-Z	200	added ('OK')	text/html	etag:W/%22d90e6810609657c2e9f82966c6966221--gzip%22	https://atmanirbhar.org/impact-numbers	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/impact-numbers.html	(from https://atmanirbhar.org/)
17:06:46	50505/50505	---M-Z	200	added ('OK')	text/html	etag:W/%22418d9995b93d1c8a3201ea590699cee2%22	https://atmanirbhar.org/about-student-team	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/about-student-team.html	(from https://atmanirbhar.org/)
17:06:47	59900/59900	---M-Z	200	added ('OK')	text/html	etag:W/%229776b3e749255282d0a7b6753eaca2d3%22	https://atmanirbhar.org/student-projects	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/student-projects.html	(from https://atmanirbhar.org/)
17:06:49	47897/47897	---M-Z	200	added ('OK')	text/html	etag:W/%22c58d90d6320b58ab661ff022d6bc9f58%22	https://atmanirbhar.org/online-course	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/online-course.html	(from https://atmanirbhar.org/)
17:06:50	159164/159164	---M-Z	200	added ('OK')	text/html	etag:W/%225b2f1d00d2ab7d20c3b568b8bd7fe625%22	https://atmanirbhar.org/photos	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/photos.html	(from https://atmanirbhar.org/)
17:06:53	59571/59571	---M-Z	200	added ('OK')	text/html	etag:W/%22bd21158b0b608572543a22d23ecd394d%22	https://atmanirbhar.org/videos	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/videos.html	(from https://atmanirbhar.org/)
17:06:54	70437/70437	---M-Z	200	added ('OK')	text/html	etag:W/%220a23a0956a50ce3efbc5fa74c19b59e1%22	https://atmanirbhar.org/press	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/press.html	(from https://atmanirbhar.org/)
17:06:57	59423/59423	---M-Z	200	added ('OK')	text/html	etag:W/%22b76d270a9f21e32898b1c5c44de53e4e%22	https://atmanirbhar.org/faqs	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/faqs.html	(from https://atmanirbhar.org/)
17:06:59	177529/177529	---M-Z	200	added ('OK')	text/html	etag:W/%22a2b886e06440c30ca60b2fc0f4235f6a%22	https://atmanirbhar.org/blogs	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/blogs.html	(from https://atmanirbhar.org/)
17:07:01	51901/51901	---M-Z	200	added ('OK')	text/html	etag:W/%22487fe385b7c7cc1efb94e2d32f78e5af%22	https://atmanirbhar.org/donations	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/donations.html	(from https://atmanirbhar.org/)
17:07:02	49897/49897	---M-Z	200	added ('OK')	text/html	etag:W/%2254c310e172d5d105edfb3844a1163134--gzip%22	https://atmanirbhar.org/spread-the-word	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/spread-the-word.html	(from https://atmanirbhar.org/)
17:07:11	0/0	---MC-	302	error ('Found')	text/html	etag:W/%229472633ea192bab1de04e17170575b7a%22	https://atmanirbhar.org/our-work	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/our-work.1e.delayed	(from https://atmanirbhar.org/)
17:07:13	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2028%20Sep%202020%2011:37:12%20UTC	https://atmanirbhar.org/%22//www.youtube.com/embed/J1SVlDbH7AE?wmode=opaque&amp;enablejsapi=1\%22	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/_/www.youtube.com/embed/J1SVlDbH7AE.1f9ae1.delayed	(from https://atmanirbhar.org/)
17:07:15	40312/40312	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22591ec9153ffe17f801e58a5c8503cc9d%22	https://atmanirbhar.org/%22//www.youtube.com/embed/J1SVlDbH7AE?wmode=opaque&enablejsapi=1%22	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/_/www.youtube.com/embed/J1SVlDbH7AE.208344.delayed	(from https://atmanirbhar.org/)
17:07:17	140410/140410	---M--	200	added ('OK')	image/jpeg	etag:CJKLsruGlesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1597214171724-MSN2IEP06HCP7D2Z0QGY/ke17ZwdGBToddI8pDm48kG4-S-U39S0OguGBwOVzN9gUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcDe3Fsa5rvTF9xl3p-IR_0VnjPtVseuefDc6JlYkKzkjoQotHTpboiIdWd6Y4wV6R/Action+Small.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1597214171724-MSN2IEP06HCP7D2Z0QGY/ke17ZwdGBToddI8pDm48kG4-S-U39S0OguGBwOVzN9gUqsx/Action+Small.jpg	(from https://atmanirbhar.org/)
17:07:18	0/0	---MC-	302	error ('Found')	text/html	etag:W/%22f909f3696c1fa380513379be72111a6a%22	https://atmanirbhar.org/action	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/action.22.delayed	(from https://atmanirbhar.org/)
17:07:20	57744/57744	---M-Z	200	added ('OK')	text/html	etag:W/%2230067a115d4228076a54678db79c9918--gzip%22	https://atmanirbhar.org/blogs/talks-on-career-in-social-sector	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/blogs/talks-on-career-in-social-sector.html	(from https://atmanirbhar.org/)
17:07:22	50575/50575	---M-Z	200	added ('OK')	text/html	etag:W/%2284f3356be05e7c4f1bd5cab8b4b57eea%22	https://atmanirbhar.org/blogs/parcs-first-online-course-2020-9-5	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/blogs/parcs-first-online-course-2020-9-5.html	(from https://atmanirbhar.org/)
17:07:24	58372/58372	---M-Z	200	added ('OK')	text/html	etag:W/%2288d609889c1fd220a16a90a1f8d9dd1c--gzip%22	https://atmanirbhar.org/blogs/parc-plantation-drive-2020-3-26	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/blogs/parc-plantation-drive-2020-3-26.html	(from https://atmanirbhar.org/)
17:07:33	61879/61879	---M-Z	200	added ('OK')	text/html	etag:W/%22aec301c4348107e74f05ca4771332a49--gzip%22	https://atmanirbhar.org/blogs/preventing-blindness-eye-camp-at-parc-2020-3-11	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/blogs/preventing-blindness-eye-camp-at-parc-2020-3-11.html	(from https://atmanirbhar.org/)
17:07:35	45591/45591	---M-Z	200	added ('OK')	text/html	etag:W/%2201d76fbf723a9c8031e6887f838070b3%22	https://atmanirbhar.org/subscription-newsletter	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/subscription-newsletter.html	(from https://atmanirbhar.org/)
17:07:37	48688/48688	---M-Z	200	added ('OK')	text/html	etag:W/%22dee2120651ca7a5f49a78ca5ffc00fd6%22	https://atmanirbhar.org/address	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/address.html	(from https://atmanirbhar.org/)
17:07:40	1262/1262	---M--	200	added ('OK')	image/png	etag:W/%2236f85af5bffdef1da54e0bcb6d116b92%22	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:40	1676/1676	---M--	200	added ('OK')	image/png	etag:W/%22360bda9ea125fd6106681573ac70f8ad%22	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:40	1219/1219	---M--	200	added ('OK')	image/png	etag:W/%22ce3bee3cfda356961d1df8f35f8879f8%22	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:41	56945/56945	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Sep%202020%2011:37:38%20GMT	https://static1.squarespace.com/static/ta/52a74d9ae4b0253945d2aee9/1038/scripts/site-bundle.js	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/static/ta/52a74d9ae4b0253945d2aee9/1038/scripts/site-bundle.js	(from https://atmanirbhar.org/)
17:07:41	2909/2909	---M--	200	added ('OK')	image/png	etag:W/%22abb79ea3ef3b937dc78df8221cc7e55c%22	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:42	1868/1868	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2011:37:42%20GMT	http://assets.squarespace.com/universal/images-v6/damask/gallery-play-big.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/gallery-play-big.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:42	1868/1868	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2011:37:43%20GMT	http://assets.squarespace.com/universal/images-v6/damask/gallery-play-big@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/gallery-play-big@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:42	2968/2968	---M--	200	added ('OK')	image/png	etag:W/%22438bde0cc54e1a79932b42ff61cefe2f%22	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:42	3097/3097	---M--	200	added ('OK')	image/png	etag:W/%22eac48be53b4be1bbe355a844e07c21e7%22	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:43	3051/3051	---M--	200	added ('OK')	image/png	etag:W/%22953edf033c5eed90c43acd81dc0a183b%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:43	3420/3420	---M--	200	added ('OK')	image/png	etag:W/%22c82f5d8b858c4c36a7a83efdca60c293%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:43	1042/1042	---M--	200	added ('OK')	image/png	etag:W/%221aa86877ee5560296905d582b0caa760%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:43	990/990	---M--	200	added ('OK')	image/png	etag:W/%2267563b6d7b6ba29497749d732cefe29a%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:44	1057/1057	---M--	200	added ('OK')	image/png	etag:W/%227ead219214965402d066c04ff5729ce1%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:44	1048/1048	---M--	200	added ('OK')	image/png	etag:W/%229b9476e218f3afaad7903f45e8b4f143%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:44	3072/3072	---M--	200	added ('OK')	image/png	etag:W/%22b7befd7a7d7b85209942f70ac8ea1781%22	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:45	3374/3374	---M--	200	added ('OK')	image/png	etag:W/%22aff8bf0216184a03cd6cd9e402463044%22	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:45	3010/3010	---M--	200	added ('OK')	image/png	etag:W/%22f2f7a52a4ee1766c94404b88a0bdf49e%22	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:45	3216/3216	---M--	200	added ('OK')	image/png	etag:W/%2270b0eb0e762d8cd79bb773aeeaff9c5a%22	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:45	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:45	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:46	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	http://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:46	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
